address_id;pesel;moved_date
96;0321244808150;2003-01-24
97;7503102715167;2000-01-22
97;7904051344235;2000-01-22
97;1027086644166;2010-07-08
98;7409291843249;1999-05-13
98;7701262184280;1999-05-13
99;6612071719232;1995-12-03
99;7010078468253;1995-12-03
100;9509248172273;2018-05-17
101;7608064647258;2007-09-06
101;7810170340219;2007-09-06
101;0828022330120;2008-08-02
101;1025287464201;2010-05-28
102;7503280749281;2006-05-13
102;7701200116183;2006-05-13
103;6904146579307;1999-04-25
103;7305316664229;1999-04-25
103;0129071512102;2001-09-07
103;0626131588220;2006-06-13
103;1030090170145;2010-10-09
104;6601233859261;1990-06-07
104;6806212334205;1990-06-07
105;9012264020176;2019-01-24
106;6108253581215;1986-07-04
106;6305130716168;1986-07-04
107;8706234276285;2007-02-25
108;6805072285279;1996-09-14
108;7111267830190;1996-09-14
108;0322102276151;2003-02-10
109;6705133269266;1997-08-31
109;6901035606202;1997-08-31
109;0124230418125;2001-04-23
110;7908083009262;2007-09-01
110;8304290308237;2007-09-01
110;1228294118196;2012-08-29
110;1624222208157;2016-04-22
110;1825248570214;2018-05-24
111;6405307149235;1990-12-29
111;6707216200155;1990-12-29
112;9002096380239;2010-11-14
113;9512028264243;2023-12-13
114;6708102583224;1999-04-06
114;7104191480225;1999-04-06
115;6307124077229;1992-04-10
115;6705263418246;1992-04-10
116;9011116380194;2013-07-02
117;7409152333201;2007-01-14
117;7802078862270;2007-01-14
118;9812157274300;2019-06-03
117;0224226508135;2002-04-22
117;0824170074215;2008-04-17
119;6303202207153;1986-04-15
119;6511221040164;1986-04-15
120;6810267719273;1999-11-15
120;7201145246210;1999-11-15
120;9606255740240;1996-06-25
121;9901214188311;2025-04-04
120;032420242077;2003-04-20
122;7403213543190;2000-09-19
122;7608254004206;2000-09-19
123;6709167829273;1991-12-13
123;7004036784213;1991-12-13
124;9911115522216;2018-07-11
125;6104160575219;1986-06-30
125;6501035632173;1986-06-30
125;9503281206240;1995-03-28
126;6505042747220;1990-08-28
126;6807241460224;1990-08-28
127;9506278036282;2018-04-07
128;6708297137290;1993-03-25
128;7110118216166;1993-03-25
129;9204032642182;2018-10-30
130;9611154214222;2025-02-06
128;9812142858294;1998-12-14
131;6506308731187;1990-06-28
131;6806264472269;1990-06-28
131;8901310516226;1989-01-31
132;9101207024174;2011-09-04
131;9602266304234;1996-02-26
133;7606191089321;2006-02-09
133;7805302640199;2006-02-09
133;0522030048156;2005-02-03
133;0826080522161;2008-06-08
133;1129227884192;2011-09-22
133;1629084506181;2016-09-08
133;2225270500115;2022-05-27
133;2427134112125;2024-07-13
134;6606026215180;1991-01-30
134;6804051820178;1991-01-30
134;9110303354203;1991-10-30
135;7007174145212;2001-09-05
135;7401074056240;2001-09-05
135;0521052320104;2005-01-05
135;1021198338198;2010-01-19
136;6902261835252;1998-03-18
136;7305114642173;1998-03-18
137;7302063313170;2004-09-21
137;7512145166252;2004-09-21
137;9606143184276;1996-06-14
137;0132190052149;2001-12-19
137;0524153046176;2005-04-15
138;6009133745180;1991-02-15
138;6408317308204;1991-02-15
139;7106206559225;1999-03-03
139;7308294502204;1999-03-03
139;0524035854162;2005-04-03
139;0930187676269;2009-10-18
139;1329184304153;2013-09-18
140;7512142659260;2000-08-04
140;7706111612166;2000-08-04
141;6605011521141;1991-11-08
141;6803232136228;1991-11-08
141;8709211626224;1987-09-21
142;7212130165202;1998-10-21
142;7604010030143;1998-10-21
142;0727080084218;2007-07-08
142;0923301510116;2009-03-30
143;6609127205186;1990-09-06
143;6812257006231;1990-09-06
144;9407136818237;2020-11-25
145;9704047128258;2018-01-25
146;7711127567268;1999-06-09
146;8006013742151;1999-06-09
147;6309068585262;1987-06-26
147;6710013662196;1987-06-26
148;6307248037228;1989-06-07
148;6507288710210;1989-06-07
149;9511087520220;2019-12-18
150;7711170771251;2006-09-11
150;8108284276280;2006-09-11
151;7109066421168;2001-10-22
151;7310244068255;2001-10-22
152;7903217717240;2003-06-05
152;8208127536212;2003-06-05
152;0822072542174;2008-02-07
152;1430053862166;2014-10-05
152;1829178444230;2018-09-17
152;2421304540133;2024-01-30
153;7507186475290;2000-08-03
153;7805303682252;2000-08-03
153;1026142818137;2010-06-14
154;6805258653264;1999-11-05
154;7109124234171;1999-11-05
155;6706214461211;1994-02-08
155;6905177130229;1994-02-08
155;8901056218256;1989-01-05
156;7903224029254;2003-08-23
156;8103255062218;2003-08-23
157;0132165802106;2030-01-27
158;7810137345247;2005-03-26
158;8201130564204;2005-03-26
159;0128120762119;2022-12-17
160;7404012431146;2006-07-09
160;7802153604208;2006-07-09
161;0127130484154;2025-04-15
160;0526291282219;2005-06-29
160;1029294440157;2010-09-29
162;6306162407191;1990-12-08
162;6602024216177;1990-12-08
162;9002105838198;1990-02-10
163;9505051414200;2017-11-03
164;6302254723188;1988-04-21
164;6701260708227;1988-04-21
164;9501121780222;1995-01-12
164;9812297080316;1998-12-29
165;6210194829244;1987-10-26
165;6506257340208;1987-10-26
165;8406304124192;1984-06-30
166;7912210025209;2010-01-13
166;8307074172239;2010-01-13
166;1424164468224;2014-04-16
166;1923011674188;2019-03-01
167;6409293501193;1997-05-31
167;6810077062251;1997-05-31
168;7911211365250;2010-01-11
168;8108261148243;2010-01-11
169;6011035215140;1991-07-05
169;6401098302187;1991-07-05
169;9412276828281;1994-12-27
170;9808155088332;2024-05-03
169;0222117448155;2002-02-11
169;0523155028177;2005-03-15
169;0822068872215;2008-02-06
169;1130307308132;2011-10-30
169;1527226750159;2015-07-22
169;1831176100152;2018-11-17
169;2231225670158;2022-11-22
171;7311018165209;1998-05-07
171;7502032608189;1998-05-07
171;9505085246272;1995-05-08
172;0024036746134;2029-01-29
173;6002227461174;1985-07-13
173;6209042560170;1985-07-13
174;7506033017192;2001-05-05
174;7902122856252;2001-05-05
174;0322234828162;2003-02-23
174;0822142562180;2008-02-14
175;7911167869327;2006-09-29
175;8111145702156;2006-09-29
175;0428285778257;2004-08-28
176;6703036615195;1993-01-05
176;6905043380234;1993-01-05
176;9608241512208;1996-08-24
177;6405077011173;1995-04-17
177;6612097814230;1995-04-17
178;8602140014190;2015-02-22
179;7210162445212;1997-08-17
179;7608105732185;1997-08-17
180;7505270121196;2008-08-08
180;7909262376309;2008-08-08
180;0225132214100;2002-05-13
181;6209202207152;1985-06-06
181;6405047512164;1985-06-06
182;8505030620157;2008-11-14
181;9005264820184;1990-05-26
183;6304021337175;1989-10-20
183;6603215852206;1989-10-20
184;6503070143199;1991-07-18
184;6908053726236;1991-07-18
185;7203038863208;1999-06-03
185;7504197508256;1999-06-03
186;9903106060228;2028-08-12
185;0428300372149;2004-08-30
185;0930218440161;2009-10-21
187;7905255503225;2002-03-25
187;8308154024203;2002-03-25
187;0228232852140;2002-08-23
187;0527093388251;2005-07-09
188;7612178081271;2008-07-05
188;7910181068307;2008-07-05
189;0025162062136;2022-08-07
190;6510185763254;1988-09-09
190;6706276438281;1988-09-09
190;8903085132251;1989-03-08
190;9101073470214;1991-01-07
191;6407188483275;1990-09-22
191;6605291156273;1990-09-22
192;8805150246257;2008-06-20
193;9109153178270;2013-06-15
194;7801310527226;2007-12-04
194;8104107678238;2007-12-04
194;0522023752132;2005-02-02
195;7811193647295;2008-01-15
195;8109294278302;2008-01-15
195;0925111884201;2009-05-11
195;1124230234122;2011-04-23
196;7711011761194;2010-10-26
196;8101246330174;2010-10-26
197;5709226755240;1987-10-02
197;6007164124171;1987-10-02
198;7407067583259;2004-11-02
198;7604211164220;2004-11-02
199;4806117739232;1974-10-05
199;5006100058161;1974-10-05
200;6201033205136;1994-06-15
200;6506207572216;1994-06-15
201;4303298041208;1974-08-29
201;4603160288262;1974-08-29
202;5501151041171;1982-01-03
202;5901124468258;1982-01-03
203;5902197401214;1985-10-03
203;6307101806144;1985-10-03
204;5101115079210;1980-10-04
204;5411176340192;1980-10-04
205;7502111721151;1998-11-06
205;7808167482289;1998-11-06
206;6402287203202;1997-09-30
206;6801115476251;1997-09-30
207;5907168625249;1990-11-09
207;6109046536190;1990-11-09
208;6305106329191;1985-11-25
208;6607254202184;1985-11-25
209;6105201153154;1991-08-22
209;6511264422201;1991-08-22
210;5107055713146;1980-10-31
210;5402010044146;1980-10-31
211;4809044267246;1970-09-09
211;5107106746171;1970-09-09
212;6205191015192;1991-09-27
212;6412051460183;1991-09-27
213;6210068233187;1993-05-10
213;6608021144186;1993-05-10
214;5906230439247;1986-06-05
214;6208028760175;1986-06-05
215;5709078483273;1988-02-28
215;5909234536242;1988-02-28
216;7002161843184;1991-08-01
216;7211167106196;1991-08-01
217;5905295049308;1987-11-03
217;6210141382200;1987-11-03
218;4808031351179;1975-12-28
218;5010297082236;1975-12-28
219;5312265115191;1979-05-13
219;5612121118184;1979-05-13
220;6312200569220;1985-02-06
220;6501231208190;1985-02-06
221;4709194017236;1969-06-19
221;5008166456213;1969-06-19
222;6611143081225;1990-01-05
222;7008095602169;1990-01-05
223;4511172055219;1967-03-03
223;4812105148214;1967-03-03
224;5202158029210;1977-02-23
224;5405204344175;1977-02-23
225;6806283863282;1995-04-21
225;7212284776280;1995-04-21
226;6804094563269;1997-04-27
226;7204220434172;1997-04-27
227;5908030073221;1988-02-08
227;6301075644210;1988-02-08
228;7707183347281;2001-08-25
228;7904243378307;2001-08-25
229;4706200383205;1975-01-25
229;5111133542150;1975-01-25
230;6002248455210;1984-09-14
230;6204094514189;1984-09-14
231;6302271353216;1986-11-27
231;6606120050170;1986-11-27
232;6810091111196;1999-06-13
232;7203187266264;1999-06-13
233;6501316817208;1992-09-07
233;6910074804217;1992-09-07
234;5207185803175;1974-01-21
234;5503214052179;1974-01-21
235;6809042207204;1998-08-28
235;7202188148261;1998-08-28
236;5907048573256;1983-03-09
236;6105266270209;1983-03-09
237;5101253789257;1978-02-18
237;5501175554232;1978-02-18
238;5905193753267;1982-05-27
238;6311232112148;1982-05-27
239;5111282035198;1976-11-06
239;5507112114147;1976-11-06
240;5907011477241;1986-09-19
240;6302102106135;1986-09-19
241;4910065083252;1977-06-04
241;5204300722129;1977-06-04
242;5710070851206;1980-05-27
242;5904175436258;1980-05-27
243;6507174713203;1994-10-20
243;6909131360216;1994-10-20
244;4711158603184;1978-05-13
244;5010193120148;1978-05-13
245;6201215007158;1994-06-01
245;6505230526198;1994-06-01
246;7303125409192;2002-04-08
246;7606025432185;2002-04-08
247;6010180125176;1989-09-29
247;6308084414192;1989-09-29
248;6611245285270;1987-09-04
248;6804293830239;1987-09-04
249;6405198757284;1990-11-03
249;6703044662220;1990-11-03
250;5708120219199;1980-07-19
250;5911041888279;1980-07-19
251;6309298069306;1985-09-25
251;6509062008202;1985-09-25
252;5310308581204;1976-06-25
252;5705226470216;1976-06-25
253;6001214223133;1984-09-06
253;6311285210179;1984-09-06
254;5009073753185;1979-07-31
254;5305168470213;1979-07-31
255;6112300153160;1989-09-06
255;6402238138231;1989-09-06
256;6411112839206;1993-04-24
256;6804211008198;1993-04-24
257;6008268429231;1989-05-05
257;6211117430140;1989-05-05
258;7412034331166;1999-03-13
258;7801061414206;1999-03-13
259;6912112511165;1996-09-24
259;7208054684238;1996-09-24
260;6404014541153;1986-03-11
260;6602038854224;1986-03-11
261;7308240445213;2002-05-16
261;7508124084241;2002-05-16
262;5504195887300;1981-05-13
262;5709141106186;1981-05-13
263;6902255007236;1995-10-19
263;7104081408193;1995-10-19
264;7207160877255;2001-05-17
264;7402046788274;2001-05-17
265;6707225771234;1997-04-29
265;7009067720160;1997-04-29
266;5404202427172;1982-11-28
266;5603035560185;1982-11-28
267;5206113259200;1978-02-18
267;5505043466222;1978-02-18
268;5411117187236;1985-11-02
268;5703121280197;1985-11-02
269;6904178111220;1993-01-23
269;7205307674227;1993-01-23
270;4303168875241;1970-10-30
270;4511126574212;1970-10-30
271;4106067203135;1963-03-11
271;4406292402175;1963-03-11
272;7808300239246;2006-11-02
272;8107177734227;2006-11-02
273;6203077715192;1990-07-27
273;6610313174234;1990-07-27
274;5607078453237;1986-08-17
274;6012316510125;1986-08-17
275;5107173321154;1982-10-10
275;5305134534173;1982-10-10
276;5011095755214;1979-01-22
276;5311202408154;1979-01-22
277;5007213245159;1972-04-08
277;5301190074230;1972-04-08
278;5206275805190;1980-06-22
278;5505224366228;1980-06-22
279;4711203577233;1969-04-17
279;5004031360130;1969-04-17
280;6403143345205;1992-04-01
280;6704131416195;1992-04-01
281;6712134849257;1996-06-14
281;7108267102174;1996-06-14
282;6904084335254;1998-03-26
282;7112294100169;1998-03-26
283;6306130047196;1984-03-30
283;6507301628206;1984-03-30
284;6207145179254;1991-03-30
284;6401196186288;1991-03-30
285;6410141405164;1987-04-10
285;6603120348217;1987-04-10
286;6204160585235;1992-06-04
286;6602025524178;1992-06-04
287;6106248255219;1987-11-25
287;6306160034187;1987-11-25
288;6203042837189;1985-06-16
288;6603110440155;1985-06-16
289;5908302357246;1982-04-27
289;6305174502169;1982-04-27
290;6203285459272;1985-01-04
290;6412280606209;1985-01-04
291;5203131031129;1981-03-10
291;5603202524165;1981-03-10
292;5505042371192;1987-10-05
292;5901050138228;1987-10-05
293;6410120647199;1990-12-23
293;6810085000184;1990-12-23
294;6412186287293;1992-01-27
294;6710070736231;1992-01-27
295;5810317583257;1982-03-23
295;6110091036199;1982-03-23
296;7710230541202;2001-11-15
296;8009014216153;2001-11-15
297;7208291201178;2003-04-27
297;7410156704191;2003-04-27
298;6503271629249;1991-10-25
298;6912064508237;1991-10-25
299;6011221443154;1985-10-05
299;6204232448213;1985-10-05
300;5801020537197;1981-12-30
300;6210247360195;1981-12-30
301;5201225153174;1980-03-03
301;5406261588275;1980-03-03
302;7712220861218;2005-01-14
302;7912241514222;2005-01-14
303;6303234167233;1992-08-26
303;6611275304213;1992-08-26
304;7203191011171;1994-12-13
304;7503245654241;1994-12-13
305;5708086049275;1984-11-19
305;5911302544214;1984-11-19
306;6202020775189;1989-02-21
306;6608273008236;1989-02-21
307;5410026679240;1987-01-01
307;5803266786303;1987-01-01
308;6210130011117;1984-05-18
308;6507081510169;1984-05-18
309;5907287875316;1986-09-10
309;6301186802181;1986-09-10
310;6702114729221;1993-06-27
310;7002218874213;1993-06-27
311;6503280835236;1988-05-13
311;6812285042254;1988-05-13
312;5912130349245;1988-01-09
312;6110082136196;1988-01-09
313;6404153645216;1991-06-01
313;6704113684238;1991-06-01
314;6812147121199;1991-02-14
314;7002012424128;1991-02-14
315;5905195733255;1989-07-28
315;6209120754180;1989-07-28
316;6009237247210;1989-02-23
316;6301046776234;1989-02-23
317;5803296263280;1981-10-31
317;6102091352191;1981-10-31
318;7106301055186;2002-07-11
318;7306050138209;2002-07-11
319;6405296807243;1995-06-09
319;6708161858274;1995-06-09
320;6509290475281;1996-05-03
320;6711178258292;1996-05-03
321;5412242757231;1983-05-04
321;5605018126184;1983-05-04
322;6709217303182;1994-07-24
322;7004231820135;1994-07-24
323;6712035355227;1999-02-13
323;7009285764250;1999-02-13
324;5208022279215;1977-01-10
324;5505212234173;1977-01-10
325;6404012003120;1991-09-03
325;6701215566245;1991-09-03
326;6607264163251;1996-07-02
326;6803014858241;1996-07-02
327;5203031375187;1983-10-04
327;5506273288292;1983-10-04
328;5405127545198;1984-11-21
328;5808270780255;1984-11-21
329;6312314829215;1991-01-23
329;6503141464218;1991-01-23
330;7204188047255;1997-01-31
330;7410302568242;1997-01-31
331;6411044783226;1992-08-05
331;6804205010156;1992-08-05
332;5607228559263;1983-02-17
332;5805316706207;1983-02-17
333;5105136075203;1978-05-28
333;5512231580204;1978-05-28
334;6906142657266;1994-04-05
334;7206024682201;1994-04-05
335;5205145815168;1981-09-07
335;5507060158231;1981-09-07
336;6912293463291;1992-10-25
336;7204118612150;1992-10-25
337;6406280055242;1992-09-28
337;6604208238227;1992-09-28
338;6510236087270;1996-01-11
338;6707250036232;1996-01-11
339;5005141775195;1979-08-15
339;5201025156177;1979-08-15
340;6312033357207;1989-09-06
340;6702055220175;1989-09-06
341;4605137225189;1975-09-25
341;5005083658222;1975-09-25
342;6102106667199;1991-07-20
342;6307300802131;1991-07-20
343;6102084119204;1991-07-01
343;6412168814207;1991-07-01
344;6007263087251;1991-07-09
344;6308240302146;1991-07-09
345;6204213001113;1988-06-22
345;6404036358229;1988-06-22
346;6004115843154;1992-10-20
346;6403152840179;1992-10-20
347;4912148647256;1980-02-22
347;5302058080199;1980-02-22
348;7104281317212;1995-01-01
348;7311152758246;1995-01-01
349;6010222063170;1990-11-24
349;6307247054222;1990-11-24
350;6708054457256;1996-03-06
350;6907282876317;1996-03-06
351;6004036479227;1983-10-07
351;6304207486236;1983-10-07
352;5902244101176;1984-10-08
352;6206220064188;1984-10-08
353;5407262743210;1978-06-11
353;5810018442189;1978-06-11
354;5610012359214;1982-02-22
354;5903057740210;1982-02-22
355;6802278041246;1992-05-03
355;7212130656205;1992-05-03
356;7102185631192;2004-10-13
356;7511095630213;2004-10-13
357;6710303875248;1990-12-28
357;7003260410139;1990-12-28
358;4904306463227;1979-12-10
358;5303167564228;1979-12-10
359;6012102829163;1993-03-04
359;6407212502139;1993-03-04
360;6305051447207;1989-07-22
360;6708281180261;1989-07-22
361;6603234475252;1990-03-28
361;6808132524205;1990-03-28
362;7410308731186;2004-01-15
362;7806064412206;2004-01-15
363;7511083649272;1998-04-14
363;7904293186335;1998-04-14
364;5805098749299;1981-08-19
364;6211243066223;1981-08-19
365;4806080205191;1977-04-16
365;5103057528190;1977-04-16
366;6612131877254;1993-01-24
366;6901281410208;1993-01-24
367;5308294267272;1976-04-05
367;5510098222204;1976-04-05
368;5905094441235;1986-11-19
368;6311017008163;1986-11-19
369;6603226435215;1995-11-18
369;6810241110172;1995-11-18
370;6404040509182;1990-12-02
370;6810157244244;1990-12-02
371;6803031751196;1999-08-15
371;7101195708221;1999-08-15
372;4901248437250;1974-06-11
372;5110280372209;1974-06-11
373;4812114011141;1970-11-16
373;5111285114183;1970-11-16
374;5304171519208;1977-09-10
374;5712122260184;1977-09-10
375;6003292271216;1991-02-02
375;6305051574214;1991-02-02
376;7612108041186;2008-12-29
376;7907294552290;2008-12-29
377;6308014551159;1990-05-24
377;6708092004208;1990-05-24
378;6003160669231;1990-04-29
378;6308168468272;1990-04-29
379;6010117457192;1984-07-18
379;6405010604128;1984-07-18
380;7405255315211;1996-12-31
380;7710254342233;1996-12-31
381;6111073103145;1988-04-22
381;6405227040176;1988-04-22
382;6610184249277;1991-06-24
382;6807288142266;1991-06-24
383;7303138733196;1999-04-07
383;7611111002142;1999-04-07
384;5407066083233;1984-05-26
384;5707173808232;1984-05-26
385;6705210085240;1992-09-27
385;7002182276243;1992-09-27
386;6109028269227;1988-11-13
386;6403242220157;1988-11-13
387;6505028259242;1987-07-29
387;6807162242226;1987-07-29
388;7212021283194;1999-09-15
388;7603068372254;1999-09-15
389;7804201435210;2005-05-17
389;8011208652183;2005-05-17
390;8201055471211;2013-10-19
390;8412282670254;2013-10-19
391;7711223355240;1999-10-12
391;7904286762297;1999-10-12
392;6503258455253;1992-05-02
392;6906036416217;1992-05-02
393;6603243717219;1998-08-02
393;7008045430145;1998-08-02
394;6101082209189;1983-03-28
394;6402074452208;1983-03-28
395;5611044021156;1980-05-10
395;5911186284297;1980-05-10
396;5811260415213;1981-06-13
396;6010038136172;1981-06-13
397;5004238767222;1975-10-22
397;5201227770183;1975-10-22
398;5812171841218;1981-12-12
398;6102095476250;1981-12-12
399;5406202189239;1979-06-28
399;5605280606214;1979-06-28
400;7709274243259;2003-07-10
400;8108092318224;2003-07-10
401;7603031673222;1999-06-14
401;7902228544253;1999-06-14
402;5309257425206;1983-10-01
402;5606162688284;1983-10-01
403;5910203387262;1986-06-29
403;6305194034219;1986-06-29
404;7504097787314;2000-03-14
404;7705283556292;2000-03-14
405;6602054029226;1995-01-25
405;7003078470206;1995-01-25
406;5112158751184;1980-03-04
406;5303171586249;1980-03-04
407;4508306351179;1976-01-25
407;4706213316179;1976-01-25
408;6902152827244;1996-01-01
408;7308285530213;1996-01-01
409;6611140637219;1989-11-29
409;7001186274240;1989-11-29
410;4608133311144;1974-01-23
410;5001210026131;1974-01-23
411;4601236769260;1975-05-11
411;4811206776244;1975-05-11
412;7310164537231;2002-08-06
412;7712148246258;2002-08-06
413;5601227805184;1986-01-20
413;6009133400106;1986-01-20
414;7010247675237;1996-09-02
414;7412130432171;1996-09-02
415;6804063665260;1990-06-15
415;7112193624208;1990-06-15
416;6706025543200;1996-05-14
416;7102184008205;1996-05-14
417;6302258529240;1993-07-18
417;6602134200142;1993-07-18
418;6503283171246;1993-01-23
418;6907188402231;1993-01-23
419;5201174163206;1975-06-17
419;5408153166231;1975-06-17
420;7507292159301;2005-09-30
420;7901181314235;2005-09-30
421;5505162823189;1979-10-26
421;5703113082208;1979-10-26
422;6008076601142;1982-04-12
422;6305257742211;1982-04-12
423;7312295445260;2004-05-23
423;7712074772262;2004-05-23
424;6407313049231;1985-04-19
424;6604057000156;1985-04-19
425;5305214627181;1978-08-17
425;5604018860184;1978-08-17
426;6512057641199;1998-09-15
426;6910192836275;1998-09-15
427;4701174153223;1972-10-05
427;4912313380222;1972-10-05
428;6104212673186;1989-03-12
428;6409032768235;1989-03-12
429;4802097379307;1970-09-16
429;5002252728187;1970-09-16
430;6212261101144;1984-12-26
430;6506080074242;1984-12-26
431;6710081481248;1993-02-24
431;6910016624197;1993-02-24
432;7407145121176;1995-02-22
432;7605220020160;1995-02-22
433;6512117649236;1990-03-03
433;6811286330236;1990-03-03
434;7605280531223;1998-01-27
434;7902161168293;1998-01-27
435;5709291455271;1987-09-01
435;6011070362178;1987-09-01
436;5309154841182;1981-08-31
436;5601038326196;1981-08-31
437;4708092073246;1973-06-29
437;4905164228243;1973-06-29
438;5104244851174;1976-07-06
438;5308011524135;1976-07-06
439;6312306835195;1985-12-04
439;6609086666281;1985-12-04
440;7803272653267;2011-07-07
440;8211153420165;2011-07-07
441;7606030207183;2005-05-16
441;7906144376289;2005-05-16
442;6502282725231;1994-03-10
442;6805311522189;1994-03-10
443;6909176541250;2001-11-15
443;7203010560146;2001-11-15
444;7906275745292;2004-08-19
444;8102203588241;2004-08-19
445;7601205853213;2007-09-02
445;7809266022238;2007-09-02
446;4706152125195;1978-08-23
446;510112022096;1978-08-23
447;4012202069182;1973-03-13
447;4403207170170;1973-03-13
448;7509026611161;2001-11-19
448;7912232174268;2001-11-19
449;6512216431175;1990-05-25
449;6901257076297;1990-05-25
450;4303281819217;1967-11-19
450;4508301520132;1967-11-19
451;3207128055175;1955-03-09
451;3501172034182;1955-03-09
452;4712138451200;1978-05-14
452;5009302578211;1978-05-14
453;5202072159225;1980-12-23
453;5503082006187;1980-12-23
454;2807143157222;1958-02-13
454;3211114270138;1958-02-13
455;3610066571207;1963-10-20
455;4002197080203;1963-10-20
456;4604034071185;1972-01-02
